pH_sol,humidite_sol,matiere_organique,temperature_sol,conductivite_electrique,azote,phosphore,potassium,culture_precedente,pratique_agricole,pluviometrie,ensoleillement,maladie_probable
6.7483570765056164,25.250536886589448,3.8482862476668185,16.05828409731878,1.0112569806794394,35.98206145679057,15.394188798340679,119.60457223518394,soja,aucun,183.20005385769048,9.921789130995224,fusariose
6.430867849414407,27.86150375862443,3.7833235925356665,18.835043059189385,1.60508098840624,34.358917711233964,17.814487415925292,143.4638480188467,mil,labour,135.19419756589537,7.260070526499077,piétin-échaudage
6.823844269050346,25.818332572684,2.563480154194509,20.23891478112224,1.1207252610790728,44.51790756019536,16.705509766416863,64.84285430973114,maïs,labour,146.67067954484892,6.840838217093886,nématodose
7.261514928204012,30.772926328622837,4.079584221763739,22.449006732774073,1.2362277058870557,50.32831141426221,8.610429009035414,162.18816997455,arachide,aucun,141.23088144322168,9.866624316229899,mildiou
6.382923312638332,38.380249720233394,2.009917324423382,25.072486979820635,1.4869562426550869,41.868469441346164,14.068898489860365,119.90260352828798,maïs,aucun,175.70268402981677,4.0,sclérotiniose
6.38293152152541,24.602704900011567,2.845815674239671,24.082407830115294,1.1764146372604236,45.11543751170463,18.26389774542122,113.29179226698754,arachide,irrigation,164.3065233060133,5.449175350795095,aucune
7.289606407753696,37.0057434843789,1.5009121871021922,18.462025604657544,0.5,32.82595767693586,17.09020161218965,81.45245602733422,blé,irrigation,245.31599686266247,8.485305810530939,fusariose
6.883717364576454,24.528295493571786,5.058626516962814,20.884863213503042,1.616235001821419,36.254048061391345,11.090647897263876,90.89480652854051,maïs,irrigation,130.79282508340674,9.676063936071055,piétin-échaudage
6.265262807032524,24.06660951252181,3.2684505060547044,22.2291267661077,1.7019715319660205,49.857320735996396,17.079517371322204,98.6737050602401,soja,aucun,239.64261387826295,9.693551972059677,nématodose
6.7712800217929825,35.73016232840249,5.666884034816311,21.2133786266605,0.5,40.26711460258228,19.5744462590222,67.22438302806938,blé,labour,59.41280870508072,4.0,mildiou
6.268291153593768,36.45355464605332,4.302949926519495,21.192114322395117,0.7826835177353848,32.57970124237185,10.11850481894775,100.55506453438065,mil,labour,174.47615176247737,7.0317913699614865,sclérotiniose
6.267135123214872,35.95986955733858,3.9480982133510243,16.831770026037184,2.009551846994204,35.32550554787375,5.198831306937157,83.23619483914092,mil,aucun,70.71971391388539,9.720798160601406,aucune
6.620981135783017,20.78941814247301,2.9137723057190006,18.54179754658108,1.2928138714015647,45.3715129030455,23.870316932035927,130.4887267064399,arachide,irrigation,98.80547239737923,5.946038656523376,fusariose
5.543359877671101,26.738343153495645,2.45364996431258,20.791180452582182,1.201420509308146,46.26227010324149,16.576674570388718,50.0,blé,irrigation,101.26702218676971,7.53329482794433,piétin-échaudage
5.637541083743484,35.76092014402325,4.022971573896945,15.0,1.0294466371801718,26.57868858380226,12.713540855544027,102.58889766598443,maïs,irrigation,97.3763892520449,8.902007231861823,nématodose
6.218856235379514,30.29079288394726,3.428485990727018,23.921932960029565,0.7877189396573462,38.62591275046871,12.542223525196887,80.96930646578676,soja,labour,119.59626134537126,8.130572466574757,mildiou
5.993584439832788,22.484150076617752,2.160729684514699,17.88196270086679,1.1222329430774465,34.92157157446689,15.733952687618862,110.08051011619229,maïs,aucun,260.02503155889826,8.978178992733238,sclérotiniose
6.657123666297637,33.208225573878096,1.9831415834916815,24.060514399795412,1.5897690956662844,34.344641518962916,20.205092052607796,180.6150495494701,arachide,labour,106.09724462513262,7.654314684063891,aucune
6.045987962239394,24.996349187059707,2.5412962708564164,23.79674801341273,1.1937288162476003,48.303079504307156,7.45105931564257,160.22481072004297,maïs,aucun,69.3102465163377,9.139170769722849,fusariose
5.793848149332354,42.561673938745486,5.32096722526623,20.368920870662848,1.4441136343572192,32.62461860106074,12.99527720088128,95.15076832280852,soja,irrigation,174.685196234101,9.186315358796552,piétin-échaudage
7.232824384460777,40.81389023692781,5.713277918011304,25.00164497710461,1.906282859402625,29.244228967248784,23.269837099772868,104.43627759280264,maïs,labour,162.11432933523176,9.708033017726882,nématodose
6.3871118497567325,34.22868198448897,3.70498914730891,24.2295920347748,0.9678087278215228,26.850086956314858,19.123094779100505,84.86503785480517,blé,irrigation,260.8141521528094,9.594188984106276,mildiou
6.533764102343962,39.52704693338842,3.6489427962412884,21.07311558749608,1.3211499602633767,33.25453068794356,18.696538602773796,105.47410537551401,maïs,irrigation,147.9604066345883,9.97029922645209,sclérotiniose
5.787625906893272,30.45353945086367,3.163679628170479,20.734721154424903,1.6017574243742712,27.647537312218446,17.03848255689447,132.08438058402555,arachide,labour,50.0,7.033879651807028,aucune
6.227808637737409,35.35806246062511,2.565514651690498,25.29169835699307,0.8268385466133612,26.352182374609477,16.552406382662518,70.5895381766363,blé,labour,128.6289055790557,7.145552172804563,fusariose
6.555461294854933,40.34404206711453,4.8751790576072445,22.69604151822299,1.271221131226322,26.100298743329056,12.659124480891276,157.0011799112138,blé,irrigation,127.63499085847033,8.40404303731457,piétin-échaudage
5.924503211288848,31.718490772560187,5.373576393897136,25.134091505104426,1.9489298098505443,26.694572958932007,12.208917412179872,137.43285419496112,pomme de terre,aucun,88.35687733243122,11.917975786943675,nématodose
6.687849009172836,28.213689799400015,2.6065809141607144,15.0,1.0638998478160737,27.391676109826594,19.030662237801828,136.12672269412863,soja,irrigation,121.86969885029652,8.456318815082737,mildiou
6.199680655040598,18.067646292760188,3.4171616215753984,22.295455291058385,1.627338615201516,38.99052721658541,12.301962180563619,121.47414904851018,soja,labour,142.52221123971918,11.355491015543745,sclérotiniose
6.354153125103362,29.41806531994954,3.050133699289832,17.267772739091882,1.1435452491160911,15.400174773928622,16.41916290897431,82.891953517872,blé,irrigation,146.95866029434154,10.960596887811432,aucune
6.199146693885302,35.76396229193618,3.079760925135023,21.92263447753971,1.9198348069267959,27.982467520164764,15.758677456625309,140.3630242343801,soja,aucun,80.97787683522085,10.97440330813729,fusariose
7.426139092254469,36.619433992973406,4.685908255429862,24.141460625037652,0.5418128444651578,33.998700926417676,25.959437912420988,100.40807552664108,arachide,aucun,180.468083691358,10.82478358699371,piétin-échaudage
6.493251387631033,33.53055546002887,2.1880384546338782,27.21742043724731,1.2259824764041136,46.48624620178139,14.197888518316557,59.3441607916161,blé,irrigation,231.7969296260298,6.102779556929066,nématodose
5.97114453552205,26.210906335264323,3.9664696909363064,19.18549981468844,0.608458121941644,32.54072960923416,20.842316561260013,112.38737997180803,maïs,aucun,164.02795748689138,5.842459994657836,mildiou
